 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 1  :   137   11    7.058
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 2  :   141   11    7.058
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 1  :   157   11    7.058
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 2  :   173   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 1  :   185   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 2  :   189   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 3  :     1   12    4.075
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 3  :     5   12    4.778
   1  [    1 ( 0, 0, 0) ] 3    60  [    2 ( 0, 1,-1) ] 3  :    33   12    7.058
   1  [    1 ( 0, 0, 0) ] 3    10  [    2 ( 1, 0,-1) ] 3  :    45   12    4.075
   1  [    1 ( 0, 0, 0) ] 3     3  [    1 (-1, 1,-1) ] 3  :    13   13    7.486
   1  [    1 ( 0, 0, 0) ] 3     3  [    1 ( 1,-1, 1) ] 3  :    16   13    7.486
   1  [    1 ( 0, 0, 0) ] 3     5  [    1 (-1, 1, 1) ] 3  :    21   13    4.778
   1  [    1 ( 0, 0, 0) ] 3     5  [    1 ( 1,-1,-1) ] 3  :    24   13    4.778
   1  [    1 ( 0, 0, 0) ] 3     2  [    1 (-1,-1, 1) ] 3  :     1   14    2.495
   1  [    1 ( 0, 0, 0) ] 3     2  [    1 ( 1, 1,-1) ] 3  :     4   14    2.495
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 3  :     9   15    7.058
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 3  :    12   15    8.523
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 3  :    21   15    8.523
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 3  :    24   15    8.150
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 1  :     8   16    5.763
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 1  :    13   16    7.486
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 2  :    28   16    7.058
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 2  :    29   16    4.075
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 1  :    36   16    8.523
   1  [    1 ( 0, 0, 0) ] 3    49  [    1 ( 1,-1, 0) ] 2  :    40   16    8.523
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 1  :    41   16    7.058
   1  [    1 ( 0, 0, 0) ] 3    55  [    1 (-1, 1, 0) ] 2  :    45   16    7.058
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 2  :    60   16    4.778
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 2  :    61   16    6.280
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 1  :    72   16    7.058
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 1  :    77   16    4.778
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 1  :    84   16    8.150
   1  [    1 ( 0, 0, 0) ] 3    53  [    1 ( 0, 0, 1) ] 2  :    88   16    8.150
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 1  :    89   16    8.523
   1  [    1 ( 0, 0, 0) ] 3    51  [    1 ( 0, 0,-1) ] 2  :    93   16    8.523
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 3  :     5   17    7.486
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 3  :     8   17    5.763
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 3  :    13   17    4.075
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 3  :    16   17    7.058
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 3  :    29   17    6.280
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 3  :    32   17    4.778
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 3  :    37   17    4.778
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 3  :    40   17    7.058
   1  [    1 ( 0, 0, 0) ] 3    18  [    1 ( 1, 0, 0) ] 2  :     4   18    5.763
   1  [    1 ( 0, 0, 0) ] 3    19  [    1 (-1, 0, 0) ] 2  :     5   18    7.486
   1  [    1 ( 0, 0, 0) ] 3    34  [    1 ( 1, 0,-1) ] 1  :    12   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    37  [    1 (-1, 0, 1) ] 1  :    13   18    4.075
   1  [    1 ( 0, 0, 0) ] 3    38  [    1 ( 0, 1, 0) ] 1  :    28   18    4.778
   1  [    1 ( 0, 0, 0) ] 3    33  [    1 ( 0,-1, 0) ] 1  :    29   18    6.280
   1  [    1 ( 0, 0, 0) ] 3    20  [    1 ( 0, 1,-1) ] 2  :    36   18    7.058
   1  [    1 ( 0, 0, 0) ] 3    17  [    1 ( 0,-1, 1) ] 2  :    37   18    4.778
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 3  :    13   19    5.763
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 3  :    21   19    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 3  :    29   19    6.280
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 3  :    37   19    4.075
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 3  :    53   19    5.763
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 3  :    61   19    4.075
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 3  :    77   19    4.075
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 3  :    93   19    8.523
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 1  :    13   20    5.763
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 2  :    21   20    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 2  :    29   20    6.280
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 1  :    37   20    4.075
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 1  :    53   20    5.763
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 2  :    61   20    4.075
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 2  :    77   20    4.075
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 1  :    93   20    8.523
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 1  :     9   21    6.280
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 2  :    13   21    6.280
   1  [    1 ( 0, 0, 0) ] 3    14  [    2 ( 0, 1, 0) ] 2  :    29   21    5.763
   1  [    1 ( 0, 0, 0) ] 3    58  [    2 ( 1, 0, 0) ] 1  :    45   21    8.523
   1  [    1 ( 0, 0, 0) ] 3    44  [    2 (-2, 0, 0) ] 1  :    61   21    6.280
   1  [    1 ( 0, 0, 0) ] 3    32  [    2 (-2, 0, 1) ] 2  :    77   21    4.075
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 1  :    89   21    4.778
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 2  :    93   21    4.778
   1  [    1 ( 0, 0, 0) ] 3    46  [    2 ( 0,-2, 0) ] 2  :   109   21    5.763
   1  [    1 ( 0, 0, 0) ] 3    26  [    2 ( 0,-2, 1) ] 1  :   125   21    4.075
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 1  :   137   21    7.486
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 2  :   141   21    7.486
   1  [    1 ( 0, 0, 0) ] 3    12  [    2 ( 0, 1,-2) ] 1  :   157   21    4.075
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 1  :   169   21    6.280
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 2  :   173   21    6.280
   1  [    1 ( 0, 0, 0) ] 3    64  [    2 ( 1, 0,-2) ] 2  :   189   21    8.523
   1  [    1 ( 0, 0, 0) ] 3    29  [    2 ( 0, 0, 1) ] 3  :     1   22    6.280
   1  [    1 ( 0, 0, 0) ] 3    15  [    2 (-2, 1, 0) ] 3  :    21   22    4.778
   1  [    1 ( 0, 0, 0) ] 3    47  [    2 ( 0, 0,-2) ] 3  :    33   22    7.486
   1  [    1 ( 0, 0, 0) ] 3    61  [    2 ( 1,-2, 0) ] 3  :    41   22    6.280
  41  [    2 ( 0, 0, 0) ] 1    41  [    2 ( 0, 0, 0) ] 1  :     4    1    4.778
  41  [    2 ( 0, 0, 0) ] 1     1  [    1 ( 0, 0, 0) ] 1  :     2    2    2.495
  41  [    2 ( 0, 0, 0) ] 1    18  [    1 ( 1, 0, 0) ] 1  :    10    2    4.778
  41  [    2 ( 0, 0, 0) ] 1    38  [    1 ( 0, 1, 0) ] 1  :    22    2    4.075
  41  [    2 ( 0, 0, 0) ] 1    53  [    1 ( 0, 0, 1) ] 1  :    34    2   10.289
  41  [    2 ( 0, 0, 0) ] 1     1  [    1 ( 0, 0, 0) ] 2  :     6    3    2.495
  41  [    2 ( 0, 0, 0) ] 1     1  [    1 ( 0, 0, 0) ] 3  :    10    3    2.495
  41  [    2 ( 0, 0, 0) ] 1    18  [    1 ( 1, 0, 0) ] 2  :    24    3    4.778
  41  [    2 ( 0, 0, 0) ] 1    18  [    1 ( 1, 0, 0) ] 3  :    32    3    4.778
  41  [    2 ( 0, 0, 0) ] 1    38  [    1 ( 0, 1, 0) ] 2  :    48    3    4.075
  41  [    2 ( 0, 0, 0) ] 1    38  [    1 ( 0, 1, 0) ] 3  :    56    3    4.075
  41  [    2 ( 0, 0, 0) ] 1    53  [    1 ( 0, 0, 1) ] 2  :    72    3   10.289
  41  [    2 ( 0, 0, 0) ] 1    53  [    1 ( 0, 0, 1) ] 3  :    80    3   10.289
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 (-1,-1, 0) ] 1  :    97    4    2.495
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 ( 1, 1, 0) ] 1  :   100    4    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 (-1, 0,-1) ] 1  :   105    4    4.075
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 ( 1, 0, 1) ] 1  :   108    4    4.778
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 (-2, 0, 1) ] 1  :   121    4    2.495
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 1  :   124    4    6.280
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 (-2, 1, 0) ] 1  :   129    4    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 1  :   132    4    4.778
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 (-1,-1, 2) ] 1  :   145    4    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 ( 1, 1,-2) ] 1  :   148    4    2.495
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 (-1, 2,-1) ] 1  :   161    4    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 ( 1,-2, 1) ] 1  :   164    4    4.075
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 0,-2, 1) ] 1  :   177    4    6.280
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 1  :   180    4    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 1  :   185    4    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 0, 1,-2) ] 1  :   188    4    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 (-1,-1, 0) ] 2  :    97    5    2.495
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 ( 1, 1, 0) ] 2  :   104    5    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 (-1, 0,-1) ] 3  :   105    5    4.075
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 ( 1, 0, 1) ] 3  :   112    5    4.778
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 (-2, 0, 1) ] 2  :   121    5    2.495
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 2  :   128    5    6.280
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 (-2, 1, 0) ] 3  :   129    5    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 3  :   136    5    4.778
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 (-1,-1, 2) ] 2  :   145    5    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 ( 1, 1,-2) ] 2  :   152    5    2.495
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 (-1, 2,-1) ] 3  :   161    5    4.778
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 ( 1,-2, 1) ] 3  :   168    5    4.075
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 0,-2, 1) ] 2  :   177    5    6.280
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 2  :   184    5    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 3  :   185    5    5.763
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 0, 1,-2) ] 3  :   192    5    4.778
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 (-1,-1, 0) ] 3  :    97    6    2.495
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 (-1, 0,-1) ] 2  :   105    6    4.075
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 0, 1, 1) ] 2  :   116    6    7.486
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 0, 1, 1) ] 3  :   120    6    7.486
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 2, 0,-1) ] 3  :   124    6    6.280
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 2,-1, 0) ] 2  :   132    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 (-2, 1, 1) ] 2  :   137    6    7.058
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 (-2, 1, 1) ] 3  :   141    6    7.058
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 (-1,-1, 2) ] 3  :   145    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 ( 1, 0,-2) ] 2  :   156    6    9.112
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 ( 1, 0,-2) ] 3  :   160    6    9.112
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 (-1, 2,-1) ] 2  :   161    6    4.778
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 ( 1,-2, 0) ] 2  :   172    6    7.058
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 ( 1,-2, 0) ] 3  :   176    6    7.058
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 ( 0, 2,-1) ] 3  :   180    6    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 ( 0,-1, 2) ] 2  :   185    6    5.763
  41  [    2 ( 0, 0, 0) ] 1    30  [    2 ( 1, 1, 0) ] 3  :   100    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    16  [    2 ( 1, 0, 1) ] 2  :   108    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 ( 0,-1,-1) ] 2  :   113    7    7.058
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 ( 0,-1,-1) ] 3  :   117    7    7.058
  41  [    2 ( 0, 0, 0) ] 1    32  [    2 (-2, 0, 1) ] 3  :   121    7    2.495
  41  [    2 ( 0, 0, 0) ] 1    15  [    2 (-2, 1, 0) ] 2  :   129    7    5.763
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 2,-1,-1) ] 2  :   140    7    7.486
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 2,-1,-1) ] 3  :   144    7    7.486
  41  [    2 ( 0, 0, 0) ] 1    28  [    2 ( 1, 1,-2) ] 3  :   148    7    2.495
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 2  :   153    7    7.058
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 3  :   157    7    7.058
  41  [    2 ( 0, 0, 0) ] 1    11  [    2 ( 1,-2, 1) ] 2  :   164    7    4.075
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 2  :   169    7    9.112
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 3  :   173    7    9.112
  41  [    2 ( 0, 0, 0) ] 1    26  [    2 ( 0,-2, 1) ] 3  :   177    7    6.280
  41  [    2 ( 0, 0, 0) ] 1    12  [    2 ( 0, 1,-2) ] 2  :   188    7    4.778
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 ( 0,-1,-1) ] 1  :    57    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 0, 1, 1) ] 1  :    60    8    7.486
  41  [    2 ( 0, 0, 0) ] 1    63  [    2 (-2, 1, 1) ] 1  :    69    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    62  [    2 ( 2,-1,-1) ] 1  :    72    8    7.486
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 (-1, 0, 2) ] 1  :    77    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 ( 1, 0,-2) ] 1  :    80    8    9.112
  41  [    2 ( 0, 0, 0) ] 1    64  [    2 (-1, 2, 0) ] 1  :    85    8    9.112
  41  [    2 ( 0, 0, 0) ] 1    61  [    2 ( 1,-2, 0) ] 1  :    88    8    7.058
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 ( 1, 1, 0) ] 1  :     4    9    8.150
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 ( 1, 1,-1) ] 1  :    12    9    0.000
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 ( 1, 0, 1) ] 1  :    20    9    5.763
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 ( 1,-1, 1) ] 1  :    36    9    9.982
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 0, 1,-1) ] 1  :    60    9    9.447
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 0,-1, 1) ] 1  :    68    9    4.075
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 (-1, 1, 0) ] 1  :    84    9    8.523
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 (-1, 0, 1) ] 1  :    92    9    4.778
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 ( 1, 1, 0) ] 2  :     8   10    8.150
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 ( 1, 1,-1) ] 2  :    16   10    0.000
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 ( 1, 0, 1) ] 3  :    24   10    5.763
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 ( 1,-1, 1) ] 3  :    40   10    9.982
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 0, 1,-1) ] 3  :    64   10    9.447
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 0,-1, 1) ] 2  :    72   10    4.075
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 (-1, 1, 0) ] 3  :    88   10    8.523
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 (-1, 0, 1) ] 2  :    96   10    4.778
  41  [    2 ( 0, 0, 0) ] 1    54  [    1 ( 1, 1, 0) ] 3  :    12   11    8.150
  41  [    2 ( 0, 0, 0) ] 1     2  [    1 ( 1, 1,-1) ] 3  :    28   11    0.000
  41  [    2 ( 0, 0, 0) ] 1    40  [    1 ( 1, 0, 1) ] 2  :    40   11    5.763
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 ( 1, 0,-1) ] 2  :    60   11    4.778
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 ( 1, 0,-1) ] 3  :    64   11    4.778
  41  [    2 ( 0, 0, 0) ] 1     3  [    1 ( 1,-1, 1) ] 2  :    72   11    9.982
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 ( 1,-1, 0) ] 2  :    92   11   10.781
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 ( 1,-1, 0) ] 3  :    96   11   10.781
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 0, 1, 1) ] 2  :   108   11    6.280
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 0, 1, 1) ] 3  :   112   11    6.280
  41  [    2 ( 0, 0, 0) ] 1    20  [    1 ( 0, 1,-1) ] 2  :   120   11    9.447
  41  [    2 ( 0, 0, 0) ] 1    17  [    1 ( 0,-1, 1) ] 3  :   140   11    4.075
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 (-1, 1, 1) ] 2  :   156   11    7.058
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 (-1, 1, 1) ] 3  :   160   11    7.058
  41  [    2 ( 0, 0, 0) ] 1    55  [    1 (-1, 1, 0) ] 2  :   168   11    8.523
  41  [    2 ( 0, 0, 0) ] 1    37  [    1 (-1, 0, 1) ] 3  :   188   11    4.778
  41  [    2 ( 0, 0, 0) ] 1    34  [    1 ( 1, 0,-1) ] 1  :    16   12    4.778
  41  [    2 ( 0, 0, 0) ] 1    49  [    1 ( 1,-1, 0) ] 1  :    24   12   10.781
  41  [    2 ( 0, 0, 0) ] 1    22  [    1 ( 0, 1, 1) ] 1  :    28   12    6.280
  41  [    2 ( 0, 0, 0) ] 1     5  [    1 (-1, 1, 1) ] 1  :    40   12    7.058
  41  [    2 ( 0, 0, 0) ] 1    42  [    2 (-1,-1, 1) ] 1  :    25   13    4.075
  41  [    2 ( 0, 0, 0) ] 1    42  [    2 ( 1, 1,-1) ] 1  :    28   13    4.075
  41  [    2 ( 0, 0, 0) ] 1    43  [    2 (-1, 1,-1) ] 1  :    33   13    2.495
  41  [    2 ( 0, 0, 0) ] 1    43  [    2 ( 1,-1, 1) ] 1  :    36   13    2.495
  41  [    2 ( 0, 0, 0) ] 1    45  [    2 (-1, 1, 1) ] 1  :    21   14    4.778
  41  [    2 ( 0, 0, 0) ] 1    45  [    2 ( 1,-1,-1) ] 1  :    24   14    4.778
  41  [    2 ( 0, 0, 0) ] 1    59  [    2 (-1, 0, 0) ] 1  :    25   15    9.112
  41  [    2 ( 0, 0, 0) ] 1    58  [    2 ( 1, 0, 0) ] 1  :    28   15    8.150
  41  [    2 ( 0, 0, 0) ] 1    57  [    2 ( 0,-1, 1) ] 1  :    41   15    8.523
  41  [    2 ( 0, 0, 0) ] 1    60  [    2 ( 0, 1,-1) ] 1  :    44   15    8.523
  41  [    2 ( 0, 0, 0) ] 1    59  [    2 (-1, 0, 0) ] 2  :    97   16    9.112
  41  [    2 ( 0, 0, 0) ] 1    59  [    2 (-1, 0, 0) ] 3  :   101   16    9.112
  41  [    2 ( 0, 0, 0) ] 1    58  [    2 ( 1, 0, 0) ] 2  :   108   16    8.150
  41  [    2 ( 0, 0, 0) ] 1    58  [    2 ( 1, 0, 0) ] 3  :   112   16    8.150
  41  [    2 ( 0, 0, 0) ] 1    13  [    2 (-1, 0, 1) ] 2  :   113   16    4.075
  41  [    2 ( 0, 0, 0) ] 1    10  [    2 ( 1, 0,-1) ] 2  :   120   16    6.280
  41  [    2 ( 0, 0, 0) ] 1    31  [    2 (-1, 1, 0) ] 3  :   129   16    4.075
  41  [    2 ( 0, 0, 0) ] 1    25  [    2 ( 1,-1, 0) ] 3  :   140   16    4.075
  41  [    2 ( 0, 0, 0) ] 1     9  [    2 ( 0,-1, 0) ] 2  :   145   16    7.058
  41  [    2 ( 0, 0, 0) ] 1    14  [    2 ( 0, 1, 0) ] 2  :   152   16    7.486
  41  [    2 ( 0, 0, 0) ] 1    57  [    2 ( 0,-1, 1) ] 2  :   161   16    8.523
  41  [    2 ( 0, 0, 0) ] 1    57  [    2 ( 0,-1, 1) ] 3  :   165   16    8.523
  41  [    2 ( 0, 0, 0) ] 1    60  [    2 ( 0, 1,-1) ] 2  :   172   16    8.523
  41  [    2 ( 0, 0, 0) ] 1    60  [    2 ( 0, 1,-1) ] 3  :   176   16    8.523
  41  [    2 ( 0, 0, 0) ] 1    27  [    2 ( 0, 0,-1) ] 3  :   177   16    4.075
  41  [    2 ( 0, 0, 0) ] 1    29  [    2 ( 0, 0, 1) ] 3  :   188   16    4.075
  41  [    2 ( 0, 0, 0) ] 1    13  [    2 (-1, 0, 1) ] 1  :    57   17    4.075
  41  [    2 ( 0, 0, 0) ] 1    10  [    2 ( 1, 0,-1) ] 1  :    60   17    6.280
  41  [    2 ( 0, 0, 0) ] 1    31  [    2 (-1, 1, 0) ] 1  :    65   17    4.075
  41  [    2 ( 0, 0, 0) ] 1    25  [    2 ( 1,-1, 0) ] 1  :    68   17    4.075
  41  [    2 ( 0, 0, 0) ] 1     9  [    2 ( 0,-1, 0) ] 1  :    73   17    7.058
  41  [    2 ( 0, 0, 0) ] 1    14  [    2 ( 0, 1, 0) ] 1  :    76   17    7.486
  41  [    2 ( 0, 0, 0) ] 1    27  [    2 ( 0, 0,-1) ] 1  :    89   17    4.075
  41  [    2 ( 0, 0, 0) ] 1    29  [    2 ( 0, 0, 1) ] 1  :    92   17    4.075
  41  [    2 ( 0, 0, 0) ] 1    13  [    2 (-1, 0, 1) ] 3  :    57   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    10  [    2 ( 1, 0,-1) ] 3  :    64   18    6.280
  41  [    2 ( 0, 0, 0) ] 1    31  [    2 (-1, 1, 0) ] 2  :    65   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    25  [    2 ( 1,-1, 0) ] 2  :    72   18    4.075
  41  [    2 ( 0, 0, 0) ] 1     9  [    2 ( 0,-1, 0) ] 3  :    73   18    7.058
  41  [    2 ( 0, 0, 0) ] 1    14  [    2 ( 0, 1, 0) ] 3  :    80   18    7.486
  41  [    2 ( 0, 0, 0) ] 1    27  [    2 ( 0, 0,-1) ] 2  :    89   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    29  [    2 ( 0, 0, 1) ] 2  :    96   18    4.075
  41  [    2 ( 0, 0, 0) ] 1    51  [    1 ( 0, 0,-1) ] 1  :     4   19    9.112
  41  [    2 ( 0, 0, 0) ] 1    33  [    1 ( 0,-1, 0) ] 1  :    12   19    4.075
  41  [    2 ( 0, 0, 0) ] 1    50  [    1 ( 2, 0,-1) ] 1  :    36   19    9.112
  41  [    2 ( 0, 0, 0) ] 1    36  [    1 ( 2,-1, 0) ] 1  :    44   19    5.763
